"td_player_id","player_name","pass_attempts","completions","passing_yards","passing_tds","interceptions","rush_attempts","rushing_yards","rushing_tds","receptions","fumbles","games_played"
NA,"D.Jones",2,1,6,0,0,0,0,0,1,0,1
NA,"D.Jones",25,15,123,0,1,0,0,0,15,0,9
NA,"D.Jones",81,63,611,0,0,0,0,0,63,0,16
NA,"D.Jones",5,1,6,0,0,0,0,0,1,0,1
NA,"D.Jones",186,138,954,0,2,0,0,0,138,1,38
NA,"D.Jones",195,135,1267,0,5,0,0,0,135,0,29
NA,"D.Jones",1,1,10,0,0,0,0,0,1,0,1
NA,"D.Jones",15,10,132,0,0,0,0,0,10,0,6
NA,"D.Jones",25,19,105,0,0,0,0,0,19,0,9
NA,"D.Jones",12,9,83,0,0,0,0,0,9,0,5
NA,"D.Jones",46,35,294,0,0,0,0,0,35,0,10
NA,"D.Jones",257,0,0,0,2,152,1153,0,0,33,62
NA,"D.Knox",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Lock",7,6,61,0,0,0,0,0,6,0,5
NA,"D.Lock",21,15,176,0,0,0,0,0,15,0,8
NA,"D.Lock",2,2,9,0,0,0,0,0,2,0,2
NA,"D.Lock",59,30,407,0,2,0,0,0,30,1,12
NA,"D.Lock",6,5,43,0,0,0,0,0,5,0,3
NA,"D.Lock",62,35,420,0,1,0,0,0,35,1,14
NA,"D.Lock",11,7,111,0,2,0,0,0,7,0,3
NA,"D.Lock",5,2,19,0,0,0,0,0,2,0,4
NA,"D.Lock",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Lock",2,1,4,0,0,0,0,0,1,0,2
NA,"D.Lock",2,1,0,0,0,0,0,0,1,0,1
NA,"D.Lock",8,5,28,0,0,0,0,0,5,0,3
NA,"D.Lock",105,45,668,0,4,0,0,0,45,2,17
NA,"D.Lock",15,8,43,0,0,1,1,0,8,0,4
NA,"D.Lock",8,8,39,0,0,0,0,0,8,0,4
NA,"D.Lock",41,21,216,0,2,0,0,0,21,1,8
NA,"D.Lock",8,3,36,0,1,0,0,0,3,0,3
NA,"D.Lock",9,7,59,0,0,0,0,0,7,0,2
NA,"D.Lock",1,1,5,0,0,0,0,0,1,0,1
NA,"D.Lock",41,31,173,0,0,0,0,0,31,2,14
NA,"D.Lock",113,77,949,0,2,0,0,0,77,0,25
NA,"D.Lock",17,12,86,0,0,0,0,0,12,0,9
NA,"D.Lock",24,13,39,0,0,0,0,0,13,0,12
NA,"D.Lock",21,20,93,0,0,0,0,0,20,0,11
NA,"D.Lock",1,1,34,0,0,0,0,0,1,0,1
NA,"D.Lock",9,6,63,0,0,0,0,0,6,0,5
NA,"D.Lock",17,10,98,0,2,0,0,0,10,0,9
NA,"D.Lock",17,9,110,0,1,0,0,0,9,0,4
NA,"D.Lock",99,56,804,0,4,0,0,0,56,0,22
NA,"D.Lock",4,3,12,0,0,0,0,0,3,0,3
NA,"D.Lock",2,1,4,0,0,0,0,0,1,0,2
NA,"D.Lock",59,0,0,0,1,39,229,0,0,5,27
NA,"D.London",1,1,22,0,0,0,0,0,1,0,1
NA,"D.Mills",2,2,13,0,0,0,0,0,2,0,2
NA,"D.Mills",1,1,5,0,0,0,0,0,1,0,1
NA,"D.Mills",10,4,22,0,2,0,0,0,4,0,2
NA,"D.Mills",2,1,35,0,1,0,0,0,1,0,1
NA,"D.Mills",12,8,110,0,0,0,0,0,8,0,5
NA,"D.Mills",175,112,1216,0,5,0,0,0,112,0,24
NA,"D.Mills",40,23,219,0,1,0,0,0,23,0,14
NA,"D.Mills",24,11,130,0,1,0,0,0,11,1,12
NA,"D.Mills",76,50,549,0,2,0,0,0,50,0,18
NA,"D.Mills",18,10,100,0,1,0,0,0,10,1,3
NA,"D.Mills",2,1,17,0,0,0,0,0,1,0,2
NA,"D.Mills",26,21,146,0,0,0,0,0,21,1,8
NA,"D.Mills",24,17,87,0,0,0,0,0,17,0,9
NA,"D.Mills",31,24,142,0,0,0,0,0,24,0,10
NA,"D.Mills",5,3,31,0,0,0,0,0,3,0,1
NA,"D.Mills",1,1,2,0,0,0,0,0,1,0,1
NA,"D.Mills",65,47,557,0,1,0,0,0,47,1,23
NA,"D.Mills",1,1,7,0,0,0,0,0,1,0,1
NA,"D.Mills",1,1,4,0,0,0,0,0,1,0,1
NA,"D.Mills",5,1,6,0,0,0,0,0,1,0,3
NA,"D.Mills",4,3,14,0,0,0,0,0,3,0,2
NA,"D.Mills",6,6,25,0,0,0,0,0,6,0,3
NA,"D.Mills",2,2,6,0,0,0,0,0,2,0,2
NA,"D.Mills",8,3,38,0,0,0,0,0,3,0,2
NA,"D.Mills",93,52,740,0,2,0,0,0,52,0,19
NA,"D.Mills",19,8,107,0,1,0,0,0,8,0,9
NA,"D.Mills",31,21,147,0,1,0,0,0,21,0,12
NA,"D.Mills",45,22,316,0,2,0,0,0,22,0,15
NA,"D.Mills",2,2,15,0,0,0,0,0,2,0,2
NA,"D.Mills",74,55,329,0,1,0,0,0,55,0,23
NA,"D.Mills",17,12,84,0,0,0,0,0,12,0,6
NA,"D.Mills",5,2,14,0,0,0,0,0,2,0,1
NA,"D.Mills",3,2,9,0,0,0,0,0,2,0,1
NA,"D.Mills",7,5,19,0,0,0,0,0,5,0,6
NA,"D.Mills",1,1,8,0,0,0,0,0,1,0,1
NA,"D.Mills",6,3,83,0,0,0,0,0,3,0,3
NA,"D.Mills",2,1,18,0,0,0,0,0,1,0,1
NA,"D.Mills",93,0,0,0,1,25,131,0,0,10,31
NA,"D.Montgomery",1,0,0,0,1,0,0,0,0,0,1
NA,"D.Moore",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Pettis",1,1,16,0,0,0,0,0,1,0,1
NA,"D.Pettis",1,1,16,0,0,0,0,0,1,0,1
NA,"D.Prescott",255,165,2064,0,4,0,0,0,165,0,36
NA,"D.Prescott",7,5,71,0,0,0,0,0,5,0,4
NA,"D.Prescott",82,52,608,0,5,0,0,0,52,1,17
NA,"D.Prescott",54,38,383,0,0,0,0,0,38,1,22
NA,"D.Prescott",5,4,16,0,0,0,0,0,4,0,2
NA,"D.Prescott",446,305,3845,0,11,0,0,0,305,3,53
NA,"D.Prescott",87,57,653,0,2,0,0,0,57,2,20
NA,"D.Prescott",4,2,16,0,0,0,0,0,2,0,1
NA,"D.Prescott",217,150,1565,0,4,0,0,0,150,2,39
NA,"D.Prescott",8,4,62,0,0,0,0,0,4,0,3
NA,"D.Prescott",5,5,28,0,0,0,0,0,5,0,3
NA,"D.Prescott",183,132,858,0,1,0,0,0,132,0,47
NA,"D.Prescott",3,2,20,0,0,0,0,0,2,0,4
NA,"D.Prescott",3,3,42,0,0,0,0,0,3,0,3
NA,"D.Prescott",117,84,929,0,1,0,0,0,84,1,26
NA,"D.Prescott",2,0,0,0,0,0,0,0,0,0,2
NA,"D.Prescott",2,2,21,0,0,0,0,0,2,0,1
NA,"D.Prescott",28,16,235,0,0,0,0,0,16,0,12
NA,"D.Prescott",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Prescott",81,59,496,0,0,0,0,0,59,1,16
NA,"D.Prescott",14,10,69,0,0,0,0,0,10,0,10
NA,"D.Prescott",13,6,48,0,0,0,0,0,6,0,10
NA,"D.Prescott",5,5,49,0,0,0,0,0,5,0,3
NA,"D.Prescott",313,174,2408,0,7,0,0,0,174,2,58
NA,"D.Prescott",13,9,76,0,1,0,0,0,9,0,8
NA,"D.Prescott",80,49,570,0,2,0,0,0,49,1,25
NA,"D.Prescott",11,6,32,0,1,0,0,0,6,0,9
NA,"D.Prescott",80,52,762,0,3,0,0,0,52,3,15
NA,"D.Prescott",22,16,123,0,0,0,0,0,16,0,12
NA,"D.Prescott",8,3,15,0,1,0,0,0,3,0,6
NA,"D.Prescott",23,12,118,0,1,0,0,0,12,0,12
NA,"D.Prescott",15,10,159,0,0,0,0,0,10,0,5
NA,"D.Prescott",191,151,977,0,1,0,0,0,151,4,59
NA,"D.Prescott",182,0,0,0,3,99,655,0,0,16,68
NA,"D.Ridder",6,3,21,0,0,0,0,0,3,0,3
NA,"D.Ridder",5,5,26,0,0,0,0,0,5,0,3
NA,"D.Ridder",60,42,299,0,3,0,0,0,42,0,13
NA,"D.Ridder",22,14,81,0,1,0,0,0,14,0,9
NA,"D.Ridder",6,3,27,0,0,0,0,0,3,0,4
NA,"D.Ridder",130,84,1103,0,2,0,0,0,84,2,19
NA,"D.Ridder",1,1,-6,0,0,0,0,0,1,0,1
NA,"D.Ridder",1,1,15,0,0,0,0,0,1,0,1
NA,"D.Ridder",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Ridder",48,37,410,0,1,0,0,0,37,1,11
NA,"D.Ridder",11,8,97,0,0,0,0,0,8,0,9
NA,"D.Ridder",69,41,478,0,2,0,0,0,41,1,15
NA,"D.Ridder",3,3,33,0,0,0,0,0,3,0,3
NA,"D.Ridder",24,13,188,0,0,0,0,0,13,0,7
NA,"D.Ridder",21,15,177,0,0,0,0,0,15,1,12
NA,"D.Ridder",16,7,52,0,0,0,0,0,7,0,3
NA,"D.Ridder",2,2,14,0,0,0,0,0,2,0,2
NA,"D.Ridder",11,6,120,0,0,0,0,0,6,0,7
NA,"D.Ridder",24,18,148,0,0,0,0,0,18,0,12
NA,"D.Ridder",1,1,9,0,0,0,0,0,1,0,1
NA,"D.Ridder",11,4,31,0,2,0,0,0,4,0,7
NA,"D.Ridder",56,0,0,0,0,30,190,0,0,7,17
NA,"D.Samuel",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Samuel",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Swift",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Thompson-Robinson",20,7,66,0,2,0,0,0,7,0,3
NA,"D.Thompson-Robinson",9,6,62,0,1,0,0,0,6,0,3
NA,"D.Thompson-Robinson",30,18,152,0,0,0,0,0,18,0,4
NA,"D.Thompson-Robinson",4,1,7,0,1,0,0,0,1,0,1
NA,"D.Thompson-Robinson",2,1,6,0,0,0,0,0,1,0,2
NA,"D.Thompson-Robinson",15,9,89,0,0,0,0,0,9,0,3
NA,"D.Thompson-Robinson",1,1,2,0,0,1,4,0,1,0,2
NA,"D.Thompson-Robinson",2,1,6,0,0,0,0,0,1,0,1
NA,"D.Thompson-Robinson",16,10,43,0,0,0,0,0,10,0,4
NA,"D.Thompson-Robinson",3,3,1,0,0,0,0,0,3,0,1
NA,"D.Thompson-Robinson",1,1,0,0,0,0,0,0,1,0,1
NA,"D.Thompson-Robinson",2,1,4,0,0,0,0,0,1,0,2
NA,"D.Thompson-Robinson",11,0,0,0,0,4,36,0,0,1,4
NA,"D.Watson",74,45,715,0,1,0,0,0,45,0,11
NA,"D.Watson",1,1,12,0,0,0,0,0,1,1,1
NA,"D.Watson",113,75,974,0,4,0,0,0,75,0,15
NA,"D.Watson",2,1,3,0,0,0,0,0,1,0,1
NA,"D.Watson",1,1,6,0,0,0,0,0,1,0,1
NA,"D.Watson",24,16,220,0,0,0,0,0,16,1,5
NA,"D.Watson",19,13,60,0,1,0,0,0,13,0,12
NA,"D.Watson",4,4,16,0,0,0,0,0,4,0,3
NA,"D.Watson",4,1,3,0,0,0,0,0,1,0,2
NA,"D.Watson",2,2,25,0,0,0,0,0,2,0,1
NA,"D.Watson",12,8,127,0,0,0,0,0,8,0,7
NA,"D.Watson",75,50,568,0,0,0,0,0,50,0,29
NA,"D.Watson",2,1,5,0,0,0,0,0,1,0,2
NA,"D.Watson",167,112,1242,0,1,0,0,0,112,2,17
NA,"D.Watson",116,87,748,0,2,0,0,0,87,2,31
NA,"D.Watson",50,34,312,0,0,0,0,0,34,1,10
NA,"D.Watson",39,23,303,0,1,0,0,0,23,0,10
NA,"D.Watson",26,15,158,0,0,0,0,0,15,1,9
NA,"D.Watson",12,7,72,0,3,0,0,0,7,0,6
NA,"D.Watson",34,21,176,0,1,0,0,0,21,1,6
NA,"D.Watson",12,10,65,0,0,0,0,0,10,0,8
NA,"D.Watson",100,69,713,0,2,0,0,0,69,0,32
NA,"D.Watson",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Watson",14,9,71,0,0,0,0,0,9,0,5
NA,"D.Watson",1,0,0,0,0,0,0,0,0,0,1
NA,"D.Watson",1,1,7,0,0,0,0,0,1,0,2
NA,"D.Watson",69,49,614,0,2,0,0,0,49,2,15
NA,"D.Watson",21,14,77,0,0,0,0,0,14,0,10
NA,"D.Watson",79,52,653,0,2,0,0,0,52,0,23
NA,"D.Watson",7,3,35,0,0,0,0,0,3,0,4
NA,"D.Watson",7,0,0,0,1,0,0,0,0,0,4
NA,"D.Watson",4,3,24,0,0,0,0,0,3,0,4
NA,"D.Watson",17,13,106,0,0,0,0,0,13,0,7
NA,"D.Watson",15,13,151,0,0,0,0,0,13,0,9
NA,"D.Watson",2,1,-7,0,0,0,0,0,1,0,2
NA,"D.Watson",47,35,406,0,0,0,0,0,35,0,10
NA,"D.Watson",8,4,40,0,0,0,0,0,4,0,3
NA,"D.Watson",1,1,7,0,0,0,0,0,1,0,1
NA,"D.Watson",2,2,48,0,0,0,0,0,2,0,2
NA,"D.Watson",142,96,1288,0,5,0,0,0,96,1,22
NA,"D.Watson",188,0,0,0,0,139,923,0,0,11,44
NA,"D.Webb",3,1,3,0,0,0,0,0,1,0,1
NA,"D.Webb",6,1,5,0,0,0,0,0,1,0,1
NA,"D.Webb",10,8,69,0,0,0,0,0,8,0,1
NA,"D.Webb",8,7,12,0,0,0,0,0,7,0,1
NA,"D.Webb",7,3,36,0,0,0,0,0,3,0,1
NA,"D.Webb",4,2,18,0,0,0,0,0,2,0,1
NA,"D.Webb",2,0,0,0,0,2,16,0,0,0,1
NA,"D.Wicks",1,1,14,0,0,0,0,0,1,0,1
NA,"E.Elliott",1,1,4,0,0,0,0,0,1,0,1
NA,"E.Manning",15,10,91,0,2,0,0,0,10,0,2
NA,"E.Manning",5,3,28,0,0,0,0,0,3,0,1
NA,"E.Manning",14,7,125,0,1,0,0,0,7,0,3
NA,"E.Manning",8,4,90,0,0,0,0,0,4,0,2
NA,"E.Manning",20,15,157,0,0,0,0,0,15,0,2
NA,"E.Manning",8,1,11,0,1,0,0,0,1,0,2
NA,"E.Manning",0,0,0,0,0,0,0,0,0,0,1
NA,"E.Manning",8,5,47,0,0,0,0,0,5,1,2
NA,"E.Manning",2,2,16,0,0,0,0,0,2,0,2
NA,"E.Manning",3,2,19,0,0,0,0,0,2,0,1
NA,"E.Manning",22,14,79,0,0,0,0,0,14,1,4
NA,"E.Manning",25,19,181,0,1,0,0,0,19,0,3
NA,"E.Manning",3,2,34,0,0,0,0,0,2,0,1
NA,"E.Manning",2,1,13,0,0,0,0,0,1,0,2
NA,"E.Manning",11,0,0,0,0,1,6,0,0,2,4
NA,"E.Stick",24,18,111,0,0,0,0,0,18,0,5
NA,"E.Stick",19,11,153,0,0,0,0,0,11,0,5
NA,"E.Stick",4,3,22,0,0,0,0,0,3,0,3
NA,"E.Stick",7,5,83,0,0,0,0,0,5,0,2
NA,"E.Stick",30,19,133,0,0,0,0,0,19,1,5
NA,"E.Stick",3,3,14,0,0,0,0,0,3,0,2
NA,"E.Stick",4,3,31,0,0,0,0,0,3,0,2
NA,"E.Stick",1,1,6,0,0,0,0,0,1,0,1
NA,"E.Stick",21,14,128,0,0,0,0,0,14,0,3
NA,"E.Stick",9,6,68,0,0,0,0,0,6,0,1
NA,"E.Stick",13,6,33,0,0,0,0,0,6,0,2
NA,"E.Stick",1,1,4,0,0,0,0,0,1,0,1
NA,"E.Stick",1,1,3,0,0,0,0,0,1,0,1
NA,"E.Stick",20,10,171,0,0,0,0,0,10,0,5
NA,"E.Stick",9,8,75,0,0,0,0,0,8,0,4
NA,"E.Stick",16,0,0,0,0,9,71,0,0,3,5
NA,"F.Franks",1,0,0,0,1,0,0,0,0,0,1
NA,"G.Gilbert",6,5,67,0,0,0,0,0,5,0,1
NA,"G.Gilbert",7,6,39,0,0,0,0,0,6,0,1
NA,"G.Gilbert",6,3,23,0,0,0,0,0,3,0,1
NA,"G.Gilbert",2,1,-4,0,0,0,0,0,1,0,1
NA,"G.Gilbert",6,3,51,0,0,0,0,0,3,1,1
NA,"G.Gilbert",1,1,13,0,0,0,0,0,1,0,1
NA,"G.Gilbert",3,1,6,0,1,0,0,0,1,0,1
NA,"G.Gilbert",3,2,12,0,0,0,0,0,2,0,1
NA,"G.Gilbert",1,1,-2,0,0,0,0,0,1,0,1
NA,"G.Gilbert",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Gilbert",7,4,48,0,0,0,0,0,4,0,1
NA,"G.Gilbert",3,2,18,0,0,0,0,0,2,0,1
NA,"G.Gilbert",1,1,29,0,0,0,0,0,1,0,1
NA,"G.Gilbert",7,3,36,0,0,0,0,0,3,0,1
NA,"G.Gilbert",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Gilbert",7,4,29,0,0,0,0,0,4,0,1
NA,"G.Gilbert",4,2,51,0,0,0,0,0,2,0,1
NA,"G.Gilbert",2,1,1,0,0,0,0,0,1,0,1
NA,"G.Gilbert",6,0,0,0,0,2,26,0,0,1,3
NA,"G.Minshew II",15,9,122,0,0,0,0,0,9,0,2
NA,"G.Minshew II",13,3,33,0,0,0,0,0,3,0,8
NA,"G.Minshew II",57,28,377,0,1,0,0,0,28,0,15
NA,"G.Minshew II",2,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",2,1,2,0,0,0,0,0,1,0,2
NA,"G.Minshew II",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",4,2,31,0,0,0,0,0,2,0,2
NA,"G.Minshew II",93,44,680,0,1,0,0,0,44,0,22
NA,"G.Minshew II",13,8,97,0,1,0,0,0,8,0,7
NA,"G.Minshew II",1,1,5,0,0,0,0,0,1,0,1
NA,"G.Minshew II",18,15,97,0,0,0,0,0,15,0,5
NA,"G.Minshew II",137,81,1078,0,2,0,0,0,81,1,21
NA,"G.Minshew II",13,10,156,0,0,0,0,0,10,0,3
NA,"G.Minshew II",7,2,42,0,0,0,0,0,2,0,2
NA,"G.Minshew II",2,2,20,0,0,0,0,0,2,0,2
NA,"G.Minshew II",10,8,57,0,0,0,0,0,8,0,3
NA,"G.Minshew II",31,20,261,0,0,0,0,0,20,0,4
NA,"G.Minshew II",83,50,485,0,1,0,0,0,50,0,14
NA,"G.Minshew II",1,1,0,0,0,0,0,0,1,0,1
NA,"G.Minshew II",16,12,63,0,0,0,0,0,12,0,6
NA,"G.Minshew II",2,1,2,0,0,0,0,0,1,0,1
NA,"G.Minshew II",10,9,69,0,0,0,0,0,9,0,4
NA,"G.Minshew II",3,0,0,0,1,0,0,0,0,0,1
NA,"G.Minshew II",83,57,584,0,1,0,0,0,57,1,16
NA,"G.Minshew II",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",39,30,295,0,0,0,0,0,30,0,14
NA,"G.Minshew II",4,2,10,0,1,0,0,0,2,0,2
NA,"G.Minshew II",4,3,26,0,0,0,0,0,3,0,2
NA,"G.Minshew II",37,30,210,0,0,0,0,0,30,1,9
NA,"G.Minshew II",2,1,9,0,0,0,0,0,1,0,2
NA,"G.Minshew II",22,18,143,0,0,0,0,0,18,0,9
NA,"G.Minshew II",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",26,15,280,0,1,0,0,0,15,0,10
NA,"G.Minshew II",44,29,394,0,1,0,0,0,29,0,9
NA,"G.Minshew II",18,15,100,0,0,0,0,0,15,0,4
NA,"G.Minshew II",35,21,284,0,0,0,0,0,21,1,13
NA,"G.Minshew II",75,56,391,0,1,1,4,0,56,1,13
NA,"G.Minshew II",47,34,365,0,0,0,0,0,34,0,9
NA,"G.Minshew II",17,9,91,0,0,0,0,0,9,0,9
NA,"G.Minshew II",4,3,18,0,0,0,0,0,3,0,4
NA,"G.Minshew II",132,93,921,0,6,0,0,0,93,0,15
NA,"G.Minshew II",4,4,28,0,0,0,0,0,4,0,2
NA,"G.Minshew II",2,1,6,0,0,0,0,0,1,0,1
NA,"G.Minshew II",6,3,18,0,0,0,0,0,3,0,2
NA,"G.Minshew II",16,9,129,0,2,0,0,0,9,0,5
NA,"G.Minshew II",19,10,121,0,1,0,0,0,10,0,7
NA,"G.Minshew II",1,1,9,0,0,0,0,0,1,0,1
NA,"G.Minshew II",18,12,140,0,0,0,0,0,12,0,7
NA,"G.Minshew II",2,0,0,0,0,0,0,0,0,0,1
NA,"G.Minshew II",27,14,143,0,1,0,0,0,14,0,7
NA,"G.Minshew II",9,6,34,0,0,0,0,0,6,0,5
NA,"G.Minshew II",4,2,19,0,0,0,0,0,2,0,1
NA,"G.Minshew II",6,3,13,0,0,0,0,0,3,0,4
NA,"G.Minshew II",26,18,207,0,0,0,0,0,18,1,11
NA,"G.Minshew II",33,23,149,0,1,0,0,0,23,0,10
NA,"G.Minshew II",4,3,40,0,0,0,0,0,3,0,3
NA,"G.Minshew II",172,0,0,0,0,96,611,0,0,21,42
NA,"G.Smith",4,4,31,0,0,0,0,0,4,0,3
NA,"G.Smith",7,5,60,0,0,0,0,0,5,0,3
NA,"G.Smith",70,49,523,0,0,0,0,0,49,0,28
NA,"G.Smith",1,1,10,0,0,0,0,0,1,0,1
NA,"G.Smith",34,29,188,0,0,0,0,0,29,1,18
NA,"G.Smith",14,7,58,0,0,0,0,0,7,0,9
NA,"G.Smith",264,156,2019,0,5,0,0,0,156,3,36
NA,"G.Smith",1,1,14,0,0,0,0,0,1,0,1
NA,"G.Smith",3,3,35,0,0,0,0,0,3,0,3
NA,"G.Smith",12,6,35,0,0,0,0,0,6,0,5
NA,"G.Smith",8,6,58,0,0,0,0,0,6,0,3
NA,"G.Smith",1,1,3,0,0,0,0,0,1,0,1
NA,"G.Smith",1,1,-2,0,0,0,0,0,1,0,1
NA,"G.Smith",21,16,169,0,1,0,0,0,16,0,12
NA,"G.Smith",74,51,507,0,2,0,0,0,51,0,15
NA,"G.Smith",63,49,304,0,0,0,0,0,49,0,26
NA,"G.Smith",10,6,42,0,0,0,0,0,6,0,3
NA,"G.Smith",38,23,301,0,1,0,0,0,23,0,13
NA,"G.Smith",93,72,783,0,1,0,0,0,72,0,30
NA,"G.Smith",1,1,3,0,0,0,0,0,1,0,1
NA,"G.Smith",8,5,35,0,0,0,0,0,5,0,8
NA,"G.Smith",5,4,16,0,0,0,0,0,4,0,3
NA,"G.Smith",20,18,182,0,0,0,0,0,18,1,10
NA,"G.Smith",6,3,18,0,1,0,0,0,3,0,2
NA,"G.Smith",245,163,1743,0,10,0,0,0,163,1,36
NA,"G.Smith",56,47,453,0,0,0,0,0,47,0,28
NA,"G.Smith",38,32,205,0,0,0,0,0,32,0,13
NA,"G.Smith",143,0,0,0,0,59,524,0,0,11,38
NA,"G.Tate",1,1,18,0,0,0,0,0,1,0,1
NA,"G.Tate",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Ward",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Ward",1,1,2,0,0,0,0,0,1,0,1
NA,"G.Ward",1,1,15,0,0,0,0,0,1,0,1
NA,"G.Ward",0,0,0,0,0,1,2,0,0,0,1
NA,"G.Wilson",1,0,0,0,0,0,0,0,0,0,1
NA,"G.Wilson",1,0,0,0,0,0,0,0,0,0,1
NA,"I.Book",4,2,7,0,0,0,0,0,2,0,1
NA,"I.Book",2,2,8,0,0,0,0,0,2,0,1
NA,"I.Book",1,1,4,0,0,0,0,0,1,0,1
NA,"I.Book",4,3,70,0,0,0,0,0,3,0,1
NA,"I.Book",5,4,46,0,1,0,0,0,4,0,1
NA,"I.Book",1,0,0,0,0,0,0,0,0,0,1
NA,"I.Book",10,0,0,0,0,2,3,0,0,0,1
NA,"I.Wright",1,0,0,0,0,0,0,0,0,0,1
NA,"J.Agnew",1,0,0,0,0,0,0,0,0,0,1
NA,"J.Allen",1,0,0,0,0,0,0,0,0,0,1
NA,"J.Allen",11,6,44,0,1,0,0,0,6,0,7
NA,"J.Allen",354,249,2615,0,10,0,0,0,249,1,56
NA,"J.Allen",1,0,0,0,0,0,0,0,0,0,1
NA,"J.Allen",2,2,16,0,0,0,0,0,2,0,1
NA,"J.Allen",22,16,184,0,2,0,0,0,16,0,13
NA,"J.Allen",99,78,704,0,2,0,0,0,78,1,18
NA,"J.Allen",272,168,1889,0,7,0,0,0,168,2,77
NA,"J.Allen",219,165,1091,0,1,0,0,0,165,3,65
NA,"J.Allen",18,9,100,0,0,0,0,0,9,0,5
NA,"J.Allen",72,40,568,0,1,0,0,0,40,0,16
NA,"J.Allen",14,11,89,0,0,0,0,0,11,0,10
NA,"J.Allen",298,149,2338,0,17,0,0,0,149,3,68
NA,"J.Allen",2,2,33,0,0,0,0,0,2,0,1
NA,"J.Allen",155,114,1057,0,2,0,0,0,114,0,54
NA,"J.Allen",182,107,1328,0,4,0,0,0,107,0,30
NA,"J.Allen",90,68,591,0,1,0,0,0,68,1,30
NA,"J.Allen",13,6,60,0,1,0,0,0,6,0,4
NA,"J.Allen",13,5,77,0,0,0,0,0,5,0,7
NA,"J.Allen",79,59,792,0,0,0,0,0,59,0,28
NA,"J.Allen",28,22,159,0,0,0,0,0,22,1,14
NA,"J.Allen",9,6,61,0,0,0,0,0,6,0,9
NA,"J.Allen",7,5,34,0,0,0,0,0,5,0,5
NA,"J.Allen",11,6,54,0,0,0,0,0,6,0,8
NA,"J.Allen",8,5,41,0,0,0,0,0,5,0,7
NA,"J.Allen",15,10,99,0,0,0,0,0,10,1,9
NA,"J.Allen",14,3,64,0,0,0,0,0,3,0,9
NA,"J.Allen",18,14,103,0,0,0,0,0,14,0,12
NA,"J.Allen",685,453,5289,0,13,0,0,0,453,5,75
NA,"J.Allen",9,7,48,0,0,0,0,0,7,0,6
NA,"J.Allen",2,0,0,0,0,0,0,0,0,0,2
NA,"J.Allen",25,14,169,0,1,0,0,0,14,0,13
NA,"J.Allen",24,11,87,0,1,0,0,0,11,0,10
NA,"J.Allen",18,11,87,0,0,0,0,0,11,2,10
NA,"J.Allen",15,12,115,0,0,0,0,0,12,0,5
NA,"J.Allen",15,7,69,0,3,0,0,0,7,0,4
NA,"J.Allen",60,46,334,0,1,0,0,0,46,2,26
NA,"J.Allen",319,0,0,0,1,232,1993,0,0,34,91
NA,"J.Brissett",87,50,713,0,2,0,0,0,50,0,11
NA,"J.Brissett",2,2,17,0,0,0,0,0,2,0,2
NA,"J.Brissett",2,2,5,0,0,0,0,0,2,0,2
NA,"J.Brissett",9,3,39,0,0,0,0,0,3,0,5
NA,"J.Brissett",9,6,60,0,0,0,0,0,6,0,6
NA,"J.Brissett",11,7,58,0,0,0,0,0,7,0,4
NA,"J.Brissett",1,1,8,0,0,0,0,0,1,0,2
NA,"J.Brissett",18,10,122,0,0,0,0,0,10,0,7
NA,"J.Brissett",3,2,13,0,0,0,0,0,2,0,2
NA,"J.Brissett",1,0,0,0,0,0,0,0,0,0,1
NA,"J.Brissett",12,4,52,0,0,0,0,0,4,0,5
NA,"J.Brissett",2,1,3,0,0,0,0,0,1,0,2
NA,"J.Brissett",5,3,32,0,0,0,0,0,3,0,1
NA,"J.Brissett",8,4,49,0,0,0,0,0,4,0,3
NA,"J.Brissett",3,3,7,0,0,0,0,0,3,0,2
NA,"J.Brissett",50,39,445,0,1,0,0,0,39,1,9
NA,"J.Brissett",24,12,158,0,0,0,0,0,12,1,3
NA,"J.Brissett",65,41,591,0,0,0,0,0,41,2,12
NA,"J.Brissett",9,7,81,0,0,0,0,0,7,0,5
NA,"J.Brissett",27,20,169,0,1,0,0,0,20,0,10
NA,"J.Brissett",35,21,248,0,1,0,0,0,21,0,9
